,Source,Expected,Predicted
6422,Clélia lui sut un gré infini de ce qu’il n’ajoutait aucune parole ; il était évident qu’il savait fort bien tout ce qui se passait depuis plusieurs mois.,Clelia felt a boundless gratitude to him because he said nothing; it was evident that he knew quite well all that had been going on for the last few months.,"Clelia , to have such a thought , used that he added no words ; it was evident that he knew quite all that had passed some months since ."
6423,"""Milady,"" faltered d’Artagnan, and fainted a second time.","-- Milady», balbutia d'Artagnan. Et il s'évanouit une seconde fois.","-- Milady , balbutia d ' Artagnan , et s ' est évanouie ."
6424,They looked in vain.,Ses recherches furent vaines.,Ils avaient beau parler .
6425,A thick dust raised by the wind of the fall passed through the passages.,"Poussée par le vent de la chute, une poussiere épaisse montait dans les voies.",Une épaisse poussière que le vent de la chute passait par les voies .
6426,"He listened with great attention, and received with pleasure the notion of Jesus Christ being sent to redeem us; and of the manner of making our prayers to God, and His being able to hear us, even in heaven.","Ainsi, par degrés, je lui ouvris les yeux. Il m'écoutait avec une grande attention, et recevait avec plaisir la notion de Jésus-Christ--envoyé pour nous racheter--et de notre manière de prier Dieu, qui peut nous entendre, même dans le ciel.","Il écouta avec une extrême attention et reçut avec plaisir la idée du Christ : on envoya chercher nos prières au bon Dieu , et sa personne pouvait nous entendre jusque dans le ciel ."
6427,"""The records of your detective have reached us here, and you could not celebrate him without being known yourself.","Les exploits de votre détective sont parvenus jusqu’à nous, et vous êtes inséparables.","« Les détails de votre inspecteur nous sont arrivées ici , et vous ne pourriez pas le célébrer sans être connue de vous ."
6428,"""Oh, they'll be all right,"" said he light-heartedly; ""tuck `em up.""","« Oh ! ça ira, répondit le désinvolte. Vous n’aurez qu’a les retrousser ! »","-- Oh ! ils seront bien , dit - il en souriant , la voici ."
6429,"The last time of these two had well-nigh been fatal to me, for the sea having hurried me along as before, landed me, or rather dashed me, against a piece of rock, and that with such force, that it left me senseless, and indeed helpless, as to my own deliverance; for the blow taking my side and breast, beat the breath as it were quite out of my body; and had it returned again immediately, I must have been strangled in the water; but I recovered a little before the return of the waves, and seeing I should be covered again with the water, I resolved to hold fast by a piece of the rock, and so to hold my breath, if possible, till the wave went back.","La dernière de ces deux fois avait été bien près de m'être fatale; car la mer m'ayant emporté ainsi qu'auparavant, elle me mit à terre ou plutôt elle me jeta contre un quartier de roc, et avec une telle force, qu'elle me laissa évanoui, dans l'impossibilité de travailler à ma délivrance. Le coup, ayant porté sur mon flanc et sur ma poitrine, avait pour ainsi dire chassé entièrement le souffle de mon corps; et, si je ne l'avais recouvré immédiatement, j'aurais été étouffé dans l'eau; mais il me revint un peu avant le retour des vagues, et voyant qu'elles allaient encore m'envelopper, je résolus de me cramponner au rocher et de retenir mon haleine, jusqu'à ce qu'elles fussent retirées.","La dernière fois que ces deux , qui me furent si fatales pour la mer , m ' ayant quitté comme auparavant , m ' avait pris terre ou plutôt jetée à terre dans un morceau de roc , qu ' il me laissait sans force , et , en vérité , j ' étais en vie sans force , comme pour ma délivrance , la reprendre à mon côté et la poitrine , me battait si elle était hors de mon corps , et qu ' il avait été retourné pour l ' emporter tout à coup , mais je repris par la légère eau , et je revins à la vague , si je me en prenant la left rapide secousse de l ' eau ."
6430,"– J’ai une terre, dit-il au comte en rapprochant sa chaise du fauteuil du ministre, elle s’appelle Riva, je voudrais être baron Riva.","""I have an estate,"" he said to the Conte, drawing his chair closer to the Minister's; ""it is called Riva. I should like to be Barone Riva.""",""" I have a property ,"" he said to the Conte , as he went to the chair of the Minister , she is a Riva name , I would like to be Barone Riva ."
6431,"In a kind of little bay, created by a point of the shore which broke the current, the sailor and the lad placed some good-sized pieces of wood, which they had fastened together with dry creepers.","Dans une sorte de remous produit par une pointe de la rive et qui brisait le courant, le marin et le jeune garçon placèrent des morceaux de bois assez gros qu'ils avaient attachés ensemble avec des lianes sèches.","Dans une sorte de petite baie , faite par un point du littoral qui brisa le courant , et le marin , ayant quelques pièces grandes et très fortes de bois , qu ' ils avaient avec des lianes secs ."
6432,"""I am very sorry not to have been here to receive you.""",--Je regrette bien de ne pas m'être trouvé là pour vous recevoir.,-- Je suis bien fâchée de ne pas être ici pour vous .
6433,"Après cinq jours de combats affreux, entremêlés de moments de mépris pour elle-même, Clélia se détermina à répondre à la lettre par laquelle Fabrice sollicitait le bonheur de lui parler dans la chapelle de marbre noir.","After five days of terrible struggles, interspersed with moments of self-contempt, Clelia made up her mind to reply to the letter in which Fabrizio begged for the pleasure of speaking to her in the black marble chapel.","After five days of combats , by moments of contempt for herself , Clelia decided to reply to the letter by which Fabrizio the happiness of speaking to her in the black marble chapel ."
6434,"Mme. Bonacieux came in; and to remove all suspicion, if she had any, Milady repeated to the lackey, before her, the latter part of her instructions.","Mme Bonacieux entra, et pour lui ôter tout soupçon si elle en avait, Milady répéta devant elle au laquais toute la dernière partie de ses instructions.","Mme Bonacieux entra , et pour faire tous les soupçons , si elle avait quelque chose , Milady répéta au laquais , devant elle , celui - ci dans ses instructions ."
6435,"They will never allow Julien Sorel to leave, they will manage to cover themselves with the cleverest excuses, they will reply that he is ill, letters will have gone astray in the post,' etc., etc.","On ne voudra pas laisser partir Julien Sorel, on saura se couvrir des prétextes les plus habiles, on me répondra qu’il est malade, la poste aura perdu les lettres, etc., etc.","Jamais ils ne Julien Sorel de partir , on se avec les , on répondra qu ’ il est malade , les lettres auront perdus dans la poste , etc ., etc ."
6436,"'In any case,' he replied coldly, 'an order for solitary confinement would not apply to your father.'","– Dans tous les cas, lui répondit-il froidement, cet ordre de secret ne serait pas appliqué à ton père.","– En tout cas , répondit - il froidement , un ordre de ne lui pas ton père ."
6437,The sailor did as the engineer requested.,Le marin fit ce que demandait l'ingénieur.,Le marin fit ce qu ' on pria l ' ingénieur .
6438,"Pierre's arms were hairy,somewhat lean but sinewy; Jean's were round and white and rosy, and theknot of muscles moved under the skin.","Les bras de Pierreétaient velus, un peu maigres, mais nerveux; ceux de Jean gras etblancs, un peu rosés, avec une bosse de muscles qui roulait sous lapeau.","Les bras de Pierre se un peu , mais ' , rougeur et rose , et de muscles s ' agitaient sur sa peau ."
6439,"Il se sentit saisir les pieds ; on les élevait en même temps qu’on lui soutenait le corps par-dessous les bras ; on le fit passer par-dessus la croupe de son cheval, puis on le laissa glisser jusqu’à terre, où il tomba assis.","He felt himself seized by the feet; they were taken out of the stirrups at the same time as someone caught him underneath the arms; he was lifted over his horse's tail and then allowed to slip to the ground, where he landed sitting.","He felt himself actually down ; they at the same time that they were to him by the arms ; they made him pass over the of his horse , then they let him go up to the ground , where he fell sitting on his chair ."
6440,"You will honour the King, and show respect for the Constitution, Mr. Stone.","Vous honorerez le roi et respecterez la Constitution, Mr Stone.","Vous ferez l ' honneur du roi et de la composition sur la Constitution , monsieur Stone ."
6441,"The snow on the market-roof threw a white, still light into the room; then the rain began to fall; and Emma waited daily with a mind full of eagerness for the inevitable return of some trifling events which nevertheless had no relation to her.","Cependant la neige sur le toit des halles jetait dans la chambre un reflet blanc, immobile; ensuite ce fut la pluie qui tombait. Et Emma quotidiennement attendait, avec une sorte d’anxiété, l’infaillible retour d’événements minimes, qui pourtant ne lui importaient guère.","La neige sur les , se jeta dans le plafond une lumière blanche ; puis la pluie commençait à tomber ; et Emma attendit , tout le jour , avec une envie du éternel des événements qui n ’ avaient pas de rapport à elle ."
6442,"We are simply going to place her under the protection of one of her relatives, a rich merchant at Hong Kong.""","Nous allons tout simplement la remettre aux soins de l'un de ses parents, riche négociant de Hong-Kong. »","Nous allons la mettre en route sous la protection d ' un de ses parents , un riche marchand de riches commerçants à Hong - Kong ."
6443,"But he would not yet allow any one to approach, considering another half-hour's patience desirable.","Mais il défendait toujours qu'on s'approchât, il voulait patienter une demi-heure encore.","Mais il ne voulut pas encore se rapprocher , préoccupé d ’ une demi - heure de la patience ."
6444,"""I will prove it.","-- Oui, et je le prouve, reprit Fix.",-- Je le .
6445,"But on the other side it went winding down through Montsou, which was built on the slope of a large undulation in the plain.","Mais, de l'autre côté, elle descendait en lacet au travers de Montsou, bâti sur la pente d'une large ondulation de la plaine.","Mais , de l ' autre côté , il descendait par Montsou , qui était construit sur la pente d ' une vaste ondulation des lames ."
6446,"""My views are fully formed,"" Ned Land shot back.","-- Mon opinion est toute faite, riposta Ned Land.","-- Mes vues sont suffisamment formés , riposta Ned Land ."
6447,"""Till the moment,"" Ned Land answered, ""when some frigate that's faster or smarter than the Abraham Lincoln captures this den of buccaneers, then hangs all of us by the neck from the tip of a mainmast yardarm!""","-- Jusqu'au moment, répliqua Ned Land, où quelque frégate, plus rapide ou plus adroite que l'_Abraham-Lincoln_, s'emparera de ce nid de forbans, et enverra son équipage et nous respirer une dernière fois au bout de sa grand'vergue.","-- Au moment où une frégate , plus prompte qu ' un , se ou non plus vite que l ' _Abraham - Lincoln_ ce repaire de , se suspendue à toute sa pointe au bord d ' un grand mât de misaine !"
6448,It was first an alphabet.,Elle fut d’abord alphabet.,C ’ était un alphabet dont la deuxième était .
6449,"And as soon as the minister was gone, she told me she would not have me discouraged, for perhaps ways and means might be found out to dispose of me in a particular way, by myself, of which she would talk further to me afterward.","Et aussitôt que le ministre fut parti, elle me dit qu'il ne fallait pas me décourager; puisque peut-être elle trouverait des voies et moyens pour disposer de moi d'une façon particulière, de quoi elle me parlerait plus à plein plus tard.","Et dès que le ministre fut parti , elle me dit qu ' elle ne me pas , car peut - être serait - il trouvé pour me disposer de moi en quelque façon particuliere qu ' elle me parlerait plus tard ."
6450,"Lady Ingram thought it ""le cas"" to wring her hands: which she did accordingly. Miss Mary declared she felt, for her part, she never dared venture. Amy and Louisa Eshton tittered under their breath, and looked a little frightened.","Il s'ensuivit un silence relatif; lady Ingram pensa que c'était le cas de joindre les mains, et elle le fit en conséquence; Marie déclara que, quant à elle, elle n'oserait jamais s'aventurer; Amy et Louisa riaient tout bas et semblaient un peu effrayées.","Lady Ingram crut devoir lui arracher les mains , et elle déclara que Mlle Mary se sentait satisfaite , car son rôle n ' osait pas s ' aventurer , Amy et Louisa Eshton sous leur souffle , et son air léger ."
6451,"""Repudiated by her husband,"" said Athos.","D'Artagnan s'arrêta comme s'il cherchait le mot, en regardant Athos.","-- par son mari , dit Athos ."
6452,I was never more annoyed!,C’est aussi mon avis.,Je n ' étais jamais plus piqué .
6453,"– Allez-vous-en, laissez-moi tranquille ! s’écria-t-il, d’un ton fort impoli et qu’on ne lui avait jamais vu.","""Go away, leave me alone!"" he cried in a most impolite tone which was quite without precedent in him.",""" Go and , you must leave me !"" he cried , in a most friendly tone , "" and that never had one seen him ."
6454,"The whole district north of the Vindhias is the theatre of incessant murders and pillage.""",Tout le revers septentrional des Vindhias est le théâtre de meurtres et de pillages incessants.,Le pays entier des est le théâtre des et des . »
6455,Madame Bovary! why all the world calls you thus!,Eh! tout le monde vous appelle comme cela!...,Madame Bovary ! que tout le monde vous appelle ainsi !
6456,"The eldest replied with affection and regret for his former tutor, but it appeared that the two younger had almost forgotten him.",L’aîné répondit avec amitié et regrets pour l’ancien précepteur ; mais il se trouva que les cadets l’avaient presque oublié.,"L ’ aîné répondit par tendresse et par regret son ancien précepteur , mais il paraît que les deux plus jeunes avaient presque oublié de le voir ."
6457,"But at any rate, if we have no enemies in the interior, they may come from the exterior, for parts of the Pacific are very dangerous.","Mais, en tout cas, si nous n'avons pas d'ennemis au dedans, ils peuvent venir du dehors, car ce sont de mauvais parages que ces parages du Pacifique.","Mais si , au moins , les ennemis ne sont pas d ' ennemis à l ' intérieur , ils peuvent revenir de l ' extérieur , car les parties du Pacifique sont fort dangereuses ."
6458,"""What a lucky chance it would be if we could capture it!"" cried the sailor.",«Quelle bonne fortune ce serait de nous en emparer! s'écria le marin.,"-- Quel heureux hasard ! s ' il en fût , si nous le ! s ' écria le marin ."
6459,"The latter, overwhelmed by this encounter, made a gesture as though to protect the putter, who was pressing herself against him.","Ce dernier, bouleversé de la rencontre, avait eu un geste pour protéger la herscheuse, qui se serrait contre lui.","Celui - ci , atterré devant cette rencontre , fit un geste comme pour protéger le herscheuse , qui se pressait contre lui ."
6460,"On seeing him appear, she assumed an air of malevolence which it was impossible for him to misinterpret,","En le voyant paraître, elle prit un air de méchanceté auquel il lui fut impossible de se méprendre.","En le voyant paraître , elle prit un air de méchanceté qu ’ il lui était impossible de , de le voir ."
6461,"""And it has made you look pale--were you afraid when I left you alone with Mason?""",-- Cela vous a rendue pâle; avez-vous eu peur quand je vous ai laissée seule avec Mason?,"-- Et cela vous a rendue pâle , n ' est - ce pas ? Est - ce que je vous ai laissé seul avec Mason ?"
6462,"One evening as Candide, with his attendant Martin, was going to sit down to supper with some foreigners who lodged in the same inn where they had taken up their quarters, a man with a face the color of soot came behind him, and taking him by the arm, said, ""Hold yourself in readiness to go along with us; be sure you do not fail.""","Un soir que Candide, suivi de Martin, allait se mettre à table avec les étrangers qui logeaient dans la même hôtellerie, un homme à visage couleur de suie l'aborda par derrière, et, le prenant par le bras, lui dit: Soyez prêt à partir avec nous, n'y manquez pas.","Un soir que Candide , avec son écuyer , allait se mettre à table pour souper avec quelque étranger qui logé dans la même hôtellerie où ils avaient pris son logis , un homme à la couleur de suie , et le prenant par le bras : -- Tiens , va - vous venir avec nous ; soyez - en sûre , n ' en doutez point ."
6463,"They could not oppose any obstacle to these missiles, nor protect the stone, which flew in splinters around them.","Ils ne pouvaient opposer d'obstacle à ces projectiles, ni préserver la pierre, dont les éclats volaient en mitraille autour d'eux.","Ils ne pouvaient s ’ empêcher de s ’ opposer à ces , ni protéger la pierre qui s ’ envolaient devant eux ."
6464,"C’est tout à côté que l’on admire ce réservoir d’eau cité dans tous les voyages, fameux ouvrage du douzième siècle, pratiqué lors du siège de Parme par l’empereur Sigismond, et qui plus tard fut compris dans l’enceinte du palais Sanseverina.","It is close to where the visitor admires the reservoir mentioned in all the accounts of travels, a famous work of the twelfth century, constructed at the time of the siege of Parma by the Emperor Sigismund, and afterwards enclosed within the walls of the palazzo Sanseverina.","It is quite all in the direction that the of water in every , the famous of the century made , the look of the - for the last two by the Emperor , and later on was in the palazzo Sanseverina ' s palazzo Sanseverina ."
6465,"""Alas, monseigneur, we were not in the plot, as you will soon see.","-- Hélas! non, Monseigneur, nous n'étions pas tous d'accord, et vous l'allez bien voir.","– Hélas , monseigneur , nous n ’ étions pas dans le complot , dès que vous saurez bientôt ."
6466,It is the mode of expression of humanity which is totally renewed; it is human thought stripping off one form and donning another; it is the complete and definitive change of skin of that symbolical serpent which since the days of Adam has represented intelligence.,"C’est le mode d’expression de l’humanité qui se renouvelle totalement, c’est la pensée humaine qui dépouille une forme et en revêt une autre, c’est le complet et définitif changement de peau de ce serpent symbolique qui, depuis Adam, représente l’intelligence.","C ’ est le mode d ’ humanité qui est , c ’ est une pensée humaine qui se une forme , un autre ; c ’ est le complet et le vrai de la peau qui depuis les jours de Adam ."
6467,"I am leaving Havre early nextmonth.""",Jequitte le Havre au commencement du mois prochain.,Je pars sur le Havre matin .
6468,The probable rage of the conqueror inspires us with intense fear.,Il faut tout craindre de la rage du vainqueur.,L ' audacieux parti pris dans le vainqueur de la terreur extrême .
6469,"Since he had tolerated another man, he could certainly tolerate this one.","Puisqu'il avait toléré un autre homme, il tolérerait bien celui-la.","Depuis qu ' il avait un autre homme , il avait certainement confiance cette un autre ."
6470,I felt in a perpetual state of alarm.,J'éprouvais des alertes incessantes.,Je sentis dans un état d ' alarme perpétuelle .
6471,"Quelle solitude affreuse que celle dans laquelle on l’a plongé ! et nous, nous sommes ici dans ces salons si brillants ! quelle horreur !","What a frightful solitude that must be in which they have plunged him! And we, we are here in these brilliant rooms, how horrible!","What terrible solitude that in which they have been plunged ! and we , are here in those gay rooms ! What a terrible thing !"
6472,CHAPTER V,CHAPITRE V,V
6473,The Jesuit persisted in his opinion.,Le jésuite persista dans son opinion.,Le jésuite s ' obstinait à son avis .
6474,"Come in here, Watson!""","Entrons ici, Watson ! »","Venez ici , Watson ! »"
6475,"Emma tasted this love in a discreet, absorbed fashion, maintained it by all the artifices of her tenderness, and trembled a little lest it should be lost later on.","Emma goûtait cet amour d’une façon discrète et absorbée, l’entretenait par tous les artifices de sa tendresse, et tremblait un peu qu’il ne se perdît plus tard.","Emma cet amour d ’ une façon discret , absorbée , la à toutes les de sa tendresse , et tressaillit un peu de crainte qu ’ il fût perdu plus tard ."
6476,Because it is the _truth_.,"Je l'oserai, parce que c'est la vérité.",C ’ est la .
6477,One could divine by the ray of a tiny light the sort of hut in the form of a beehive where the ferryman of cows took refuge at night.,"On y devinait, au rayonnement d’une petite lumière, l’espèce de hutte en forme de ruche où le passeur aux vaches s’abritait la nuit.","On entrevoyait vaguement dans le rayon d ’ une petite lumière , dans la forme d ’ un où le passeur des vaches se trouvait refuge le soir ."
6478,"""Yes, so, sir,"" I rejoined: ""and yet not so; for you are a married man--or as good as a married man, and wed to one inferior to you--to one with whom you have no sympathy--whom I do not believe you truly love; for I have seen and heard you sneer at her.","-- Oui, monsieur, répondis-je. Et pourtant non; non, car vous êtes marié, ou du moins sur le point de l'être, et à une femme qui vous est inférieure, pour laquelle vous n'avez pas de sympathie, que vous n'aimez pas réellement, car je vous ai entendu rire d'elle!","-- Oui , monsieur , répondis - je , et non pas encore ; car vous êtes un homme marié , ou bon mariage comme un homme marié , et vous a épousé un homme dont vous n ' avez pas de sympathie , que vous n ' avez pas le désir de vous aimer vraiment ; car je l ' ai vu et vous ai entendu faire la faveur d ' un mariage ."
6479,"""Between eleven and twelve knots.",-- Entre onze et douze noeuds.,-- Entre onze et douze noeuds .
6480,"To accompany him down the long, narrow, dark passage, would have been impossible.","Le suivre, en effet, car l'accompagner eût été impossible.","- le donc sur cette longue voie , étroite et sombre , il eût été impossible de l ' accompagner ."
6481,He took them from his pocket and gave them over to me.,Il les tira de sa poche et me les remit.,Il les plaça dans sa poche et me les donna à l ' écart .
6482,"A son retour, Ludovic le trouva profondément endormi et ne voulut pas l’éveiller.","On his return, Lodovico found him fast asleep and did not like to arouse him.","At his return , Ludovico found it off was not quite startled at it , and not sought to ."
6483,"""Time, time, flying with irreparable rapidity.""",--Mais le temps! le temps qui fuit avec une irréparable vitesse!,"-- Le temps , le temps , force d ' être .»"
6484,"Hour by hour she followed the workers, sharing their hopes and fears.","Heure par heure, elle suivait ainsi le travail, partageait les espérances et les abattements.","a l ' heure ou elle suivait les travailleurs , oubliant leurs espérances et leurs craintes ."
6485,"""I can much more easily believe Mr. Bingley's being imposed on, than that Mr. Wickham should invent such a history of himself as he gave me last night; names, facts, everything mentioned without ceremony.",– Il m’est plus facile de croire que Mr. Bingley s’est trompé a son sujet que d’imaginer que Mr.,– Je puis croire que Mr . Wickham soit volontaire des lettres non moins que Wickham Wickham ne s ’ pas une histoire de lui - meme .
6486,"Herbert, Pencroft, and Neb resumed their ordinary occupations.","Harbert, Pencroff et Nab reprirent alors leurs occupations accoutumées.","Harbert , Pencroff et Nab avaient repris leurs occupations ordinaires ."
6487,The farm hands have gone to the village to celebrate the happiness of their master and mistress.,Les métayers sont partis au bourg pour fêter le bonheur de leurs maîtres.,La ferme est allée faire un village pour célébrer le bonheur de leur maître et de maîtresse .
6488,At the bottom of its one street there was a little shop with some cakes of bread in the window. I coveted a cake of bread.,"Au bout de la seule rue du hameau, j'aperçus des pains à travers la fenêtre d'une petite boutique; j'en aurais voulu un.","Au fond , il y avait une petite boutique , avec des gâteaux de pain , et j ' un gâteau de pain ."
6489,"Il attacha sa corde enfin débrouillée à une ouverture pratiquée dans le parapet pour l’écoulement des eaux, il monta sur ce même parapet, et pria Dieu avec ferveur ; puis, comme un héros des temps de chevalerie, il pensa un instant à Clélia.","He fastened his cord, when it was finally unravelled, through an opening cut in the parapet for the escape of rain-water, climbed on to the said parapet and prayed to God with fervour; then, like a hero of the days of chivalry, he thought for a moment of Clelia.","He fastened his cord to a opening cut in the parapet to the , he climbed to this same parapet , and prayed to heaven with ; then , like a hero of the days , he thought for Clelia at once ."
6490,He attempted to struggle against the billows by swimming vigorously.,Il tenta de lutter contre les lames en nageant avec vigueur.,"Il essaya de lutter contre les lames de la nage , fortement ."
6491,"Has the world grown smaller?""","Est-ce que la terre a diminué, par hasard ?",Le monde est - il donc plus petit ?
6492,"He stirred up in the depths of his heart all his hatred, all his malevolence; and, with the cold glance of a physician who examines a patient, he recognized the fact that this malevolence was nothing but vitiated love; that love, that source of every virtue in man, turned to horrible things in the heart of a priest, and that a man constituted like himself, in making himself a priest, made himself a demon.","Il remua au fond de son cœur toute sa haine, toute sa méchanceté, et il reconnut, avec le froid coup d’œil d’un médecin qui examine un malade, que cette haine, que cette méchanceté n’étaient que de l’amour vicié ; que l’amour, cette source de toute vertu chez l’homme, tournait en choses horribles dans un cœur de prêtre, et qu’un homme constitué comme lui, en se faisant prêtre, se faisait démon.","Il remuait au fond de son cœur toute sa haine , toute sa méchanceté , et , avec le regard froid d ’ un médecin qui examine un malade , il reconnut la vérité que cette méchanceté n ’ était que l ’ amour de l ’ amour , cet amour , cette source de toutes les personnes en homme , faisait en cœur des choses horribles , et qu ’ un homme se faisait en comme lui - même un prêtre , se faisait un démon ."
6493,"""Send a dispatch to London for a warrant of arrest to be dispatched instantly to Bombay, take passage on board the Mongolia, follow my rogue to India, and there, on English ground, arrest him politely, with my warrant in my hand, and my hand on his shoulder.""","-- Lancer une dépêche à Londres avec demande instante de m'adresser un mandat d'arrestation à Bombay, m'embarquer sur le Mongolia, filer mon voleur jusqu'aux Indes, et là, sur cette terre anglaise, l'accoster poliment, mon mandat à la main et la main sur l'épaule. »","« Envoyez une dépêche à Londres pour un mandat d ' arrestation , qui sera envoyé à l ' instant même à Bombay , le paquebot de traversée le Mongolia , et y voilà comment j ' ai reçu un passeport à l ' anglaise , il l ' a arrêté poliment , et ma main sur son épaule ."
6494,"""Pardon, my dear Monsieur Bonacieux, if I don’t stand upon ceremony,"" said d’Artagnan, ""but nothing makes one so thirsty as want of sleep. I am parched with thirst. Allow me to take a glass of water in your apartment; you know that is never refused among neighbors.""","«Pardon, mon cher monsieur Bonacieux, si j'en use avec vous sans façon, dit d'Artagnan; mais rien n'altère comme de ne pas dormir, j'ai donc une soif d'enragé; permettez-moi de prendre un verre d'eau chez vous; vous le savez, cela ne se refuse pas entre voisins.»","-- Pardon , mon cher monsieur Bonacieux , si je ne me trompe pas , dit d ' Artagnan , mais rien n ' est aussi soif de l ' avoir , je suis lasse de soif , laissez - moi prendre un verre d ' eau dans votre chambre ; vous savez qu ' on ne refuse pas aux voisins ."
6495,. . . .,.............................,.............................
6496,"""No, no,"" exclaimed the poor little thing, ""on the contrary, I need air.""","– Non, non, cria la pauvre petite, j’ai besoin d’air au contraire. »","— Non , non , s ' écria la pauvre petite , au contraire , j ' ai besoin ."
6497,"We should get bread, anyhow.""",Nous aurions du pain au moins.,"Nous du pain , du moins ."
6498,"Yes, I love him and hate you, do you hear?","Je l'aime et je te hais, vois-tu.","Oui , je l ’ aime et te haïr , entends - tu ?"
6499,Through this window shone a mild light which silvered the foliage of two or three linden trees which formed a group outside the park.,À travers cette fenêtre brillait une lumière douce qui argentait le feuillage tremblant de deux ou trois tilleuls qui s'élevaient formant groupe en dehors du parc.,"Par cette fenêtre , on voyait une douce lueur qui le feuillage de deux ou trois arbres qui formaient un groupe se détacha du parc ."
6500,She had secretly prepared her miner's clothes the evening before; he took a jacket and breeches from the cupboard; and they did not wash themselves for fear of knocking the bowl.,"Elle, secretement, avait préparé la veille ses vetements de mineur; lui, dans l'armoire, prit une veste et une culotte; et ils ne se laverent pas, par crainte de remuer la terrine.","Elle avait , chez son mineur , la veille ; il prit une culotte et la veste de l ' armoire ; et ils ne se pas de peur d ' avoir heurté la jatte ."
6501,"The whole party before them, indeed, excited a lively attention. The suspicions which had just arisen of Mr. Darcy and their niece directed their observation towards each with an earnest though guarded inquiry; and they soon drew from those inquiries the full conviction that one of them at least knew what it was to love.","D’ailleurs, toutes les personnes présentes excitaient leur attention ; les soupçons qui leur étaient nouvellement venus les portaient a observer surtout Mr. Darcy et leur niece avec une curiosité aussi vive que discrete.",Darcy et leur niece bientôt leur attitude . Ils se bientôt devant leur curiosité .
6502,"""Oh, yes!"" exclaimed all the young girls, clapping their hands.",– Oh oui ! s’écrièrent toutes les jeunes filles en battant des mains.,"– Oh ! oui ! s ’ écria toutes les jeunes filles , en battant des mains ."
6503,"""They knew me, the rascals.","-- Ils me connaissent, les coquins.","— On me connaissait , les galopins …."
6504,"""Even to his horse, monsieur; for when the gentleman was about to set out, we perceived that his lackey was saddling Monsieur Porthos’s horse, as well as his master’s.","-- Jusqu'à son cheval, monsieur, car lorsque l'étranger a été pour partir, nous nous sommes aperçus que son laquais sellait le cheval de M. Porthos.","-- Même à son cheval , monsieur ; car , quand le gentilhomme allait partir , nous avons aperçu que son laquais était , le cheval de M . Porthos , aussi bien que celui de son maître ."
6505,"As usual, he scolded, knocked up by work.","Ainsi qu'a l'ordinaire, il grondait, éreinté de besogne.","Comme toujours , il gronda , il fut par l ’ œuvre ."
6506,"""Oh, damnation!"" Ned Land shouted, stamping his foot on the resonant sheet iron. ""Open up there, you antisocial navigators!""","« Eh ! mille diables ! s'écria Ned Land, frappant du pied la tôle sonore, ouvrez donc, navigateurs peu hospitaliers ! »","-- Ah ! mille diables ! s ' écria Ned Land , qui , frappant du pied sur la tôle , y - vous des navigateurs !"
6507,"After breakfast, the girls walked to Meryton to inquire if Mr. Wickham were returned, and to lament over his absence from the Netherfield ball.",Apres le déjeuner les jeunes filles se rendirent a Meryton pour savoir si Mr. Wickham était de retour.,"Apres le déjeuner , les filles se de Meryton pour s ’ informer de ce retour , et se a Kitty de son absence ."
6508,"He said that ""was quite good enough for the country.""",Il disait que c’était bien assez bon pour la campagne.,Il a dit que « ça devait bien être bon pour la campagne . »
6509,The captain stopped suddenly.,Le capitaine Nemo s'arrêta soudain.,Le capitaine s ' arrêta subitement .
6510,"Il regarda la pendule, elle marquait près de minuit.",He looked at the clock: it pointed almost to midnight.,"He looked at the clock , she repeated almost from midnight ."
6511,"The crowd around Chaval grew threatening, and fists were raised and cries of ""Kill him! kill him!"" began to be uttered.","Autour de Chaval, la foule devenait menaçante, des poings se levaient, des cris: A mort! a mort! commençaient a gronder.","La foule , autour de Chaval , menaçait , les poings en feu , des cris de mort l ' ! se disait - on ."
6512,At the end of a few moments his foot came in contact with an obstacle; he stumbled and fell.,"Il s’y enfonça. Au bout de quelques instants, son pied heurta un obstacle ; il trébucha et tomba.","Au bout de quelques instants , son pied tomba avec un obstacle ; il fit un et tomba ."
6513,"""Correct, Mr. Naturalist,"" he answered me, ""and we're going to fight them at close quarters.""","-- En effet, monsieur le naturaliste, me répondit-il, et nous allons les combattre corps à corps. »","-- En effet , monsieur le naturaliste , me répondit - il , et nous allons les battre à corps ."
6514,Herbert and Pencroft sobbed aloud.,Harbert et Pencroff pleuraient.,Harbert et Pencroff sanglotait à haute voix .
6515,"'Be quiet ! or you'll make me angry,' replied the other in the most peaceful manner.","– Tais-toi, tu me ferais mettre en colère, répondait l’autre du ton le plus tranquille.","– Tais - toi , ou tu me , répondait l ’ autre d ’ une façon la plus paisible ."
6516,"This circumstance was satisfactory: a private fear had haunted me, that in thus acting for myself, and by my own guidance, I ran the risk of getting into some scrape; and, above all things, I wished the result of my endeavours to be respectable, proper, _en regle_.","J'avais été prise d'une secrète terreur. Je craignais, en agissant ainsi moi-même et d'après ma propre inspiration, de tomber dans quelque piège, et, par-dessus tout, je voulais que le résultat de mes efforts fût honorable.","Cette circonstance fut satisfaisante . Une crainte m ' avait hantée , ainsi qu ' en agissant pour moi , et , par ma propre , je courus dans mes ; et , par - dessus toutes choses , je souhaitais vivement de me lier bonne et de bonne volonté ."
